TC_ID;KATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;EXPECTED_postOfficeLocation;EXPECTED_isMultiFamily;EXPECTED_VerificationStatus;UWAGI;RYZYKO_BLEDU
TC-228;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Łódź - Różyckiego z różnymi imionami w NAZWA_2;Różyckiego;;Łódź;;Różyckiego;Ludomira;Łódź;;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Łódź: ul. Ludomira vs rondo Jerzego;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (Ludomira vs Jerzego)
TC-229;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Łódź - Głowackiego z różnymi imionami w NAZWA_2;Głowackiego;;Łódź;;Głowackiego;Bartosza;Łódź;;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Łódź: pl. Bartosza vs ul. Wojciecha;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (Bartosza vs Wojciecha)
TC-230;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Łódź - Poniatowskiego z różnymi prefiksami w NAZWA_2;Poniatowskiego;;Łódź;;Poniatowskiego;im. Józefa;Łódź;;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Łódź: park im. Józefa vs ul. Księcia Józefa;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (im. vs Księcia)
TC-231;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Łódź - Moniuszki z różnymi prefiksami w NAZWA_2;Moniuszki;;Łódź;;Moniuszki;im. Stanisława;Łódź;;ŁÓDZKIE;Łódź;Łódź;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Łódź: park im. Stanisława vs ul. Stanisława;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (im. vs bez prefiksu)
TC-232;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Łódź - Struga z różnymi prefiksami w NAZWA_2;Struga;;Łódź;;Struga;im. Andrzeja;Łódź;;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.7;<0.5;<0.5;;false;InVerification;Dane z powtorzenia - Łódź: park im. Andrzeja vs ul. Andrzeja;RYZYKO: Może dopasować do złego wariantu NAZWA_2 (im. vs bez prefiksu) i/lub złej delegatury
TC-233;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Gorzów Wielkopolski - Sybiraków vs Sybiraków (różnica w pisowni);Sybiraków;;Gorzów Wielkopolski;;Sybiraków;;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Gorzów: rondo Sybiraków vs ul. Sybiraków (różnica w pisowni);RYZYKO: Może dopasować do złego wariantu z powodu różnicy w pisowni
TC-234;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Wieluń - Stodolniana os. vs ul.;Stodolniana;;Wieluń;;Stodolniana;;Wieluń;;ŁÓDZKIE;wieluński;Wieluń;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Wieluń: os. vs ul. Stodolniana;RYZYKO: Może automatycznie wybrać złą cechę
TC-235;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Wieruszów - Fabryczna os. vs ul.;Fabryczna;;Wieruszów;;Fabryczna;;Wieruszów;;ŁÓDZKIE;wieruszowski;Wieruszów;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Wieruszów: os. vs ul. Fabryczna;RYZYKO: Może automatycznie wybrać złą cechę
TC-236;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Wieruszów - Waryńskiego os. vs ul.;Waryńskiego;;Wieruszów;;Waryńskiego;Ludwika;Wieruszów;;ŁÓDZKIE;wieruszowski;Wieruszów;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Wieruszów: os. vs ul. Waryńskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-237;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Chełmno - Nad Browiną os. vs ul.;Nad Browiną;;Chełmno;;Nad Browiną;;Chełmno;;KUJAWSKO-POMORSKIE;chełmiński;Chełmno;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Chełmno: os. vs ul. Nad Browiną;RYZYKO: Może automatycznie wybrać złą cechę
TC-238;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Inowrocław - Okrężek os. vs ul.;Okrężek;;Inowrocław;;Okrężek;;Inowrocław;;KUJAWSKO-POMORSKIE;inowrocławski;Inowrocław;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Inowrocław: os. vs ul. Okrężek;RYZYKO: Może automatycznie wybrać złą cechę
TC-239;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Krościenko nad Dunajcem - Grotowskiego ul. vs park z różnymi NAZWA_2;Grotowskiego;;Krościenko nad Dunajcem;;Grotowskiego;Władysława;Krościenko nad Dunajcem;;MAŁOPOLSKIE;nowotarski;Krościenko nad Dunajcem;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Krościenko: ul. Władysława vs park inż. Władysława;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-240;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Tomaszów Mazowiecki - Rodego park vs ul. z bardzo różnymi NAZWA_2;Rodego;;Tomaszów Mazowiecki;;Rodego;im.;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Tomaszów Mazowiecki: park im. vs ul. Doktora Jana Serafina;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-241;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Tomaszów Mazowiecki - Hubala os. vs ul. z różnymi NAZWA_2;Hubala;;Tomaszów Mazowiecki;;Hubala;mjr;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Tomaszów Mazowiecki: os. mjr. vs ul. mjra;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-242;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Tomaszów Mazowiecki - Tuwima ul. vs rondo z różnymi NAZWA_2;Tuwima;;Tomaszów Mazowiecki;;Tuwima;Juliana;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Tomaszów Mazowiecki: ul. Juliana vs rondo im. Juliana;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-243;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Tomaszów Mazowiecki - Zapiecek os. vs ul.;Zapiecek;;Tomaszów Mazowiecki;;Zapiecek;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Zapiecek;RYZYKO: Może automatycznie wybrać złą cechę
TC-244;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Tomaszów Mazowiecki - Strzelecka os. vs ul.;Strzelecka;;Tomaszów Mazowiecki;;Strzelecka;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Strzelecka;RYZYKO: Może automatycznie wybrać złą cechę
TC-245;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Tomaszów Mazowiecki - Górna os. vs ul.;Górna;;Tomaszów Mazowiecki;;Górna;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Górna;RYZYKO: Może automatycznie wybrać złą cechę
TC-246;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Tomaszów Mazowiecki - Kanonierów os. vs ul.;Kanonierów;;Tomaszów Mazowiecki;;Kanonierów;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Tomaszów Mazowiecki: os. vs ul. Kanonierów;RYZYKO: Może automatycznie wybrać złą cechę
TC-247;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Koluszki - Czarneckiego os. vs ul.;Czarneckiego;;Koluszki;;Czarneckiego;;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Koluszki: os. vs ul. Czarneckiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-248;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Koluszki - Głowackiego os. vs ul.;Głowackiego;;Koluszki;;Głowackiego;;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Koluszki: os. vs ul. Głowackiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-249;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Koluszki - Listopada os. vs ul. z numerem w NAZWA_2;Listopada;;Koluszki;;Listopada;11;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Koluszki: os. vs ul. Listopada z numerem 11;RYZYKO: Może automatycznie wybrać złą cechę
TC-250;Błędne dopasowanie - wieloznaczność 4+ warianty;High;Koluszki - Piłsudskiego ul. vs pl. z różnymi NAZWA_2;Piłsudskiego;;Koluszki;;Piłsudskiego;Marszałka Józefa;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Koluszki: ul. Marszałka vs pl. Marszałka Józefa;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2

