TC_ID;KATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;EXPECTED_postOfficeLocation;EXPECTED_isMultiFamily;EXPECTED_VerificationStatus;UWAGI;RYZYKO_BLEDU
TC-066;Błędne dopasowanie - nazwy z liczbami;High;Nazwa z liczbą rzymską może być źle zinterpretowana;3 Maja;;Bolesławiec;;Konstytucji 3 Maja;;Bolesławiec;;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;>0.8;>0.9;>0.8;>0.8;;false;Verified;"3 Maja" vs "Konstytucji 3 Maja" - może dopasować do złej ulicy;RYZYKO: Może dopasować do "Konstytucji 3 Maja" zamiast "3 Maja" lub odwrotnie
TC-067;Błędne dopasowanie - wielosłowność;High;Ulica z wieloma słowami - może dopasować częściowo;Powstańców Wielkopolskich;;Brodnica;87-300;Powstańców Wielkopolskich;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.95;>0.9;>0.9;;false;Verified;Długa nazwa - może dopasować tylko do części;RYZYKO: Może dopasować do "Powstańców" lub "Wielkopolskich" osobno
TC-068;Błędne dopasowanie - wielosłowność;High;Miasto z wieloma słowami - może dopasować częściowo;Długa;;Biała Podlaska;;Długa;;Biała Podlaska;;LUBELSKIE;Biała Podlaska;Biała Podlaska;>0.9;>0.9;>0.8;>0.9;;false;Verified;"Biała Podlaska" - może dopasować tylko do "Biała" lub "Podlaska";RYZYKO: Może przypisać do miasta "Biała" lub "Podlaska" jeśli istnieją
TC-069;Błędne dopasowanie - polskie znaki;High;Polskie znaki mogą być źle zinterpretowane;Łąkowa;;Zakrzewo;87-700;Łąkowa;;Zakrzewo;87-700;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;>0.9;>0.9;>0.9;>0.9;;false;Verified;"Łąkowa" - może być źle zinterpretowana jako "Lakowa" bez znaku;RYZYKO: Może dopasować do ulicy "Lakowa" jeśli istnieje (bez polskiego znaku)
TC-070;Błędne dopasowanie - polskie znaki;High;Polskie znaki w mieście mogą być źle zinterpretowane;Długa;;Łódź;;Długa;;Łódź;;ŁÓDZKIE;Łódź;Łódź;>0.9;>0.95;>0.9;>0.9;;false;Verified;"Łódź" - może być źle zinterpretowana jako "Lodz" bez znaku;RYZYKO: Może przypisać do miasta "Lodz" jeśli istnieje
TC-071;Błędne dopasowanie - NAZWA_2;High;NAZWA_2 może być źle dopasowana;Moniuszki;;Brodnica;87-300;Moniuszki;Stanisława;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.95;>0.9;>0.9;;false;Verified;"Moniuszki" bez imienia - może dopasować do innej ulicy Moniuszki;RYZYKO: Może dopasować do "Moniuszki" z innym imieniem lub bez imienia
TC-072;Błędne dopasowanie - NAZWA_2;High;Różne warianty NAZWA_2 mogą być źle dopasowane;Hubala;;Tomaszów Mazowiecki;;Hubala;mjr;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;"Hubala mjr" vs "Hubala mjra" - może dopasować do złego wariantu;RYZYKO: Może dopasować do os. Hubala mjr. zamiast ul. Hubala mjra lub odwrotnie
TC-073;Błędne dopasowanie - podobne nazwy ulic;High;Podobne nazwy ulic - może dopasować do złej;Marszałkowska;;Warszawa;00-001;Marszałkowska;;Warszawa;00-001;MAZOWIECKIE;Warszawa;Warszawa;>0.9;>0.95;>0.9;>0.9;;false;Verified;"Marszałkowska" vs "Marszałkowskiego" - może dopasować do złej;RYZYKO: Może dopasować do ulicy o bardzo podobnej nazwie
TC-074;Błędne dopasowanie - podobne nazwy ulic;High;Podobne nazwy - może dopasować do złej;Warszawska;;Wieruszów;;Warszawska;;Wieruszów;;ŁÓDZKIE;wieruszowski;Wieruszów;>0.9;>0.9;>0.8;>0.9;;false;Verified;"Warszawska" występuje w wielu miastach - może przypisać do złego;RYZYKO: Może przypisać do innego miasta z ul. Warszawską
TC-075;Błędne dopasowanie - podobne nazwy ulic;High;Podobne nazwy - może dopasować do złej;Krakowska;;Brodnica;87-300;Krakowska;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;"Krakowska" występuje w wielu miastach - może przypisać do złego;RYZYKO: Może przypisać do innego miasta z ul. Krakowską
TC-076;Błędne dopasowanie - częściowe dopasowanie;High;Częściowe dopasowanie może być błędne;Lipowa;15;Brodnica;87-300;Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;;false;Verified;Tylko ulica i miasto - może dopasować do innego miasta z tą samą ulicą;RYZYKO: Może przypisać do innego miasta z ul. Lipową jeśli kod pocztowy nie pasuje
TC-077;Błędne dopasowanie - częściowe dopasowanie;High;Brak kodu pocztowego - może przypisać do złego miasta;Lipowa;;Brodnica;;Lipowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;0;<0.7;;false;InVerification;Brak kodu pocztowego - może przypisać do innego miasta z ul. Lipową;RYZYKO: Może przypisać do Bolesławca, Zakrzewa lub innego miasta z ul. Lipową
TC-078;Błędne dopasowanie - częściowe dopasowanie;High;Tylko miasto - może przypisać do złego miasta;null;;Brodnica;;null;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;0;>0.9;0;<0.5;;false;PartiallyVerified;Tylko miasto - może przypisać do innego miasta o podobnej nazwie;RYZYKO: Może przypisać do miasta o podobnej nazwie
TC-079;Błędne dopasowanie - kolejność normalizacji;Highest;Zła kolejność normalizacji - może przypisać do złego miasta;Lipowa;;Brodnica;87-300;Lipowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;;false;Verified;Jeśli najpierw normalizuje ulicę, może przypisać do złego miasta;RYZYKO: Jeśli normalizuje ulicę przed miastem, może przypisać do innego miasta z tą samą ulicą
TC-080;Błędne dopasowanie - kolejność normalizacji;High;Zła kolejność - może przypisać do złej ulicy;Lipowa;;Brodnica;87-300;Lipowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;;false;Verified;Jeśli najpierw normalizuje miasto, może przypisać do złej ulicy;RYZYKO: Jeśli normalizuje miasto przed ulicą, może przypisać do innej ulicy w tym mieście
TC-081;Błędne dopasowanie - podobieństwo;Highest;Algorytm podobieństwa może dopasować do złego;Lipow;15;Brodnica;87-300;Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.85;>0.9;>0.8;>0.85;;false;Verified;Błąd w pisowni "Lipow" - algorytm podobieństwa może dopasować do złej ulicy;RYZYKO: Może dopasować do ulicy "Lipow" jeśli istnieje, zamiast "Lipowa"
TC-082;Błędne dopasowanie - podobieństwo;High;Algorytm podobieństwa może dopasować do złego miasta;Brodnic;15;Lipowa;87-300;Brodnica;15;Lipowa;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.85;>0.8;>0.85;;false;Verified;Błąd w pisowni miasta "Brodnic" - może dopasować do innego miasta;RYZYKO: Może dopasować do miasta zaczynającego się na "Brodnic"
TC-083;Błędne dopasowanie - podobieństwo;High;Zbyt wysokie podobieństwo - może dopasować do złego;Marszałkowsk;15;Warszawa;00-001;Marszałkowska;15;Warszawa;00-001;MAZOWIECKIE;Warszawa;Warszawa;>0.85;>0.95;>0.9;>0.9;;false;Verified;Brak 'a' w "Marszałkowsk" - może dopasować do innej ulicy o podobnej nazwie;RYZYKO: Może dopasować do ulicy "Marszałkowsk" jeśli istnieje
TC-084;Błędne dopasowanie - threshold;Highest;Zbyt niski threshold - może dopasować do złego;Lipowa;15;Brodnica;87-300;Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;;false;Verified;Jeśli threshold jest zbyt niski, może dopasować do innego miasta z ul. Lipową;RYZYKO: Może zaakceptować dopasowanie z niskim prawdopodobieństwem
TC-085;Błędne dopasowanie - threshold;High;Zbyt wysoki threshold - może odrzucić poprawne;Lipowa;15;Brodnica;87-300;Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;;false;Verified;Jeśli threshold jest zbyt wysoki, może odrzucić poprawne dopasowanie;RYZYKO: Może odrzucić poprawne dopasowanie z powodu zbyt wysokiego progu
TC-086;Błędne dopasowanie - wieloznaczność automatyczna;Highest;Automatyczne wybór z wieloznaczności - może wybrać złe;Dmowskiego;;Lublin;;Dmowskiego;;Lublin;;LUBELSKIE;Lublin;Lublin;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Wieloznaczność ul. vs rondo - automatyczny wybór może być błędny;RYZYKO: Może automatycznie wybrać ul. zamiast rondo lub odwrotnie
TC-087;Błędne dopasowanie - wieloznaczność automatyczna;High;Automatyczne wybór - może wybrać złe osiedle;Górna;;Tomaszów Mazowiecki;;Górna;;Tomaszów Mazowiecki;;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Wieloznaczność ul. vs os. - automatyczny wybór może być błędny;RYZYKO: Może automatycznie wybrać os. zamiast ul. lub odwrotnie
TC-088;Błędne dopasowanie - case sensitivity;High;Wielkość liter może prowadzić do błędnego dopasowania;LIPOWA;15;BRODNICA;87-300;Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;;false;Verified;Wszystkie wielkie litery - może dopasować do innego miasta jeśli case-sensitive;RYZYKO: Może nie dopasować lub dopasować do złego jeśli case-sensitive
TC-089;Błędne dopasowanie - case sensitivity;High;Mieszana wielkość liter może prowadzić do błędnego dopasowania;LiPoWa;15;BrOdNiCa;87-300;Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;;false;Verified;Mieszana wielkość liter - może dopasować do innego miasta;RYZYKO: Może nie dopasować lub dopasować do złego jeśli case-sensitive
TC-090;Błędne dopasowanie - białe znaki;High;Dodatkowe białe znaki mogą prowadzić do błędnego dopasowania;  Lipowa  ;15;  Brodnica  ;87-300;Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;;false;Verified;Dodatkowe spacje - może dopasować do innego miasta jeśli nie są usunięte;RYZYKO: Może nie dopasować lub dopasować do złego jeśli białe znaki nie są obsłużone
TC-091;Błędne dopasowanie - białe znaki;High;Wielokrotne spacje mogą prowadzić do błędnego dopasowania;Lipowa    15;Brodnica;87-300;Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;;false;Verified;Wielokrotne spacje między ulicą a numerem - może być źle zinterpretowane;RYZYKO: Może być źle zinterpretowane jako część nazwy ulicy
TC-092;Błędne dopasowanie - format kodu pocztowego;High;Różne formaty kodu mogą prowadzić do błędnego dopasowania;Lipowa;15;Brodnica;87300;Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Kod bez myślnika "87300" - może dopasować do innego miasta z podobnym kodem;RYZYKO: Może dopasować do miasta z kodem 87-300 jeśli format nie jest znormalizowany
TC-093;Błędne dopasowanie - format kodu pocztowego;High;Kod ze spacją może prowadzić do błędnego dopasowania;Lipowa;15;Brodnica;87 300;Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Kod ze spacją "87 300" - może dopasować do innego miasta;RYZYKO: Może dopasować do miasta z kodem 87-300 jeśli format nie jest znormalizowany
TC-094;Błędne dopasowanie - numer budynku;High;Numer budynku może prowadzić do błędnego dopasowania ulicy;Lipowa;150;Brodnica;87-300;Lipowa;150;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.5;>0.9;>0.8;<0.7;;false;InVerification;Numer 150 poza zakresem - może dopasować do innej ulicy Lipowej;RYZYKO: Może dopasować do innej ulicy Lipowej w innym mieście z numerem w zakresie
TC-095;Błędne dopasowanie - numer budynku;High;Brak numeru budynku może prowadzić do błędnego dopasowania;Lipowa;;Brodnica;87-300;Lipowa;;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Brak numeru - może dopasować do innego miasta z ul. Lipową;RYZYKO: Może dopasować do innego miasta z ul. Lipową jeśli nie ma numeru do weryfikacji
TC-096;Błędne dopasowanie - kolejność pól;Highest;Zła kolejność pól w request może prowadzić do błędnego dopasowania;Brodnica;87-300;Lipowa;15;Lipowa;15;Brodnica;87-300;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.9;>0.9;;false;Verified;Jeśli pola są w złej kolejności, może przypisać miasto do ulicy;RYZYKO: Może przypisać "Brodnica" jako nazwę ulicy i "Lipowa" jako miasto
TC-097;Błędne dopasowanie - częściowe dane;High;Częściowe dane mogą prowadzić do błędnego dopasowania;Lipowa;;Brodnica;;Lipowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;0;<0.7;;false;InVerification;Brak kodu pocztowego i numeru - może dopasować do innego miasta;RYZYKO: Może dopasować do innego miasta z ul. Lipową jeśli brak dodatkowych danych
TC-098;Błędne dopasowanie - częściowe dane;High;Tylko ulica może prowadzić do błędnego dopasowania;Lipowa;;;;Lipowa;null;null;null;>0.5;0;0;<0.3;;false;NotVerified;Tylko ulica - może dopasować do pierwszego miasta z tą ulicą;RYZYKO: Może przypisać do pierwszego znalezionego miasta z ul. Lipową
TC-099;Błędne dopasowanie - częściowe dane;High;Tylko miasto może prowadzić do błędnego dopasowania;null;;Brodnica;;null;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;0;>0.9;0;<0.5;;false;PartiallyVerified;Tylko miasto - może dopasować do miasta o podobnej nazwie;RYZYKO: Może dopasować do miasta o podobnej nazwie jeśli nie ma ulicy do weryfikacji
TC-100;Błędne dopasowanie - edge case;High;Puste wszystkie pola może prowadzić do błędnego dopasowania;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;;false;NotVerified;Puste pola - może dopasować do domyślnego adresu;RYZYKO: Może przypisać do domyślnego lub pierwszego znalezionego adresu

