TC_ID;KATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;EXPECTED_postOfficeLocation;EXPECTED_isMultiFamily;EXPECTED_VerificationStatus;UWAGI;RYZYKO_BLEDU
TC-366;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale mogą pasować do innego adresu;Lipowa;15;Warszawa;59-700;Lipowa;15;Bolesławiec;59-700;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Lipowa, miasto Warszawa, kod 59-700 - kod pasuje do Bolesławca z ul. Lipową;RYZYKO: Może przypisać do Bolesławca zamiast Warszawy jeśli kod pasuje do Bolesławca
TC-367;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale mogą pasować do innego adresu;Długa;50;Kraków;67-200;Długa;50;Głogów;67-200;DOLNOŚLĄSKIE;głogowski;Głogów;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Długa, miasto Kraków, kod 67-200 - kod pasuje do Głogowa z ul. Długą;RYZYKO: Może przypisać do Głogowa zamiast Krakowa jeśli kod pasuje do Głogowa
TC-368;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale mogą pasować do innego adresu;Polna;25;Warszawa;55-100;Polna;25;Trzebnica;55-100;DOLNOŚLĄSKIE;trzebnicki;Trzebnica;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Polna, miasto Warszawa, kod 55-100 - kod pasuje do Trzebnicy z ul. Polną;RYZYKO: Może przypisać do Trzebnicy zamiast Warszawy jeśli kod pasuje do Trzebnicy
TC-369;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Żwirki i Wigury", ale kod pasuje do "pl. Żwirki i Wigury";ul. Żwirki i Wigury;;Chełm;20-001;Żwirki i Wigury;;Chełm;20-001;LUBELSKIE;Chełm;Chełm;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "pl." - może przypisać do placu;RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-370;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Dmowskiego", ale kod pasuje do "rondo Dmowskiego";ul. Dmowskiego;;Lublin;20-001;Dmowskiego;;Lublin;20-001;LUBELSKIE;Lublin;Lublin;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "rondo" - może przypisać do ronda;RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-371;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Grobla", ale kod pasuje do "rondo Grobla";ul. Grobla;;Gorzów Wielkopolski;66-400;Grobla;;Gorzów Wielkopolski;66-400;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "rondo" - może przypisać do ronda;RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-372;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Kasprowicza", ale kod pasuje do "pl. Kasprowicza";ul. Kasprowicza;;Inowrocław;88-100;Kasprowicza;Jana;Inowrocław;88-100;KUJAWSKO-POMORSKIE;inowrocławski;Inowrocław;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "pl." - może przypisać do placu;RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-373;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Górna", ale kod pasuje do "os. Górna";ul. Górna;;Tomaszów Mazowiecki;97-200;Górna;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "os." - może przypisać do osiedla;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-374;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Strzelecka", ale kod pasuje do "os. Strzelecka";ul. Strzelecka;;Tomaszów Mazowiecki;97-200;Strzelecka;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "os." - może przypisać do osiedla;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-375;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Piłsudskiego", ale kod pasuje do "rondo Piłsudskiego";ul. Piłsudskiego;;Gorzów Wielkopolski;66-400;Piłsudskiego;marsz. Józefa;Gorzów Wielkopolski;66-400;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "rondo" - może przypisać do ronda;RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-376;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Wyszyńskiego", ale kod pasuje do "rondo Wyszyńskiego";ul. Wyszyńskiego;;Gorzów Wielkopolski;66-400;Wyszyńskiego;kard. Stefana;Gorzów Wielkopolski;66-400;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "rondo" - może przypisać do ronda;RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-377;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Kościuszki", ale kod pasuje do "pl. Kościuszki";ul. Kościuszki;;Wrocław;50-000;Kościuszki;Tadeusza;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.4;>0.9;<0.3;<0.4;;false;InVerification;Wpisano "ul." ale kod pasuje do "pl." - może przypisać do placu i/lub złej delegatury;RYZYKO: Może przypisać do pl. zamiast ul. i/lub złej delegatury jeśli kod pasuje do placu
TC-378;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Piłsudskiego", ale kod pasuje do "pl. Piłsudskiego";ul. Piłsudskiego;;Wrocław;50-000;Piłsudskiego;marsz. Józefa;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.4;>0.9;<0.3;<0.4;;false;InVerification;Wpisano "ul." ale kod pasuje do "pl." - może przypisać do placu i/lub złej delegatury;RYZYKO: Może przypisać do pl. zamiast ul. i/lub złej delegatury jeśli kod pasuje do placu
TC-379;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Słowackiego", ale kod pasuje do "wyb. Słowackiego";ul. Słowackiego;;Wrocław;50-000;Słowackiego;Juliusza;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.4;>0.9;<0.3;<0.4;;false;InVerification;Wpisano "ul." ale kod pasuje do "wyb." - może przypisać do wybrzeża i/lub złej delegatury;RYZYKO: Może przypisać do wyb. zamiast ul. i/lub złej delegatury jeśli kod pasuje do wybrzeża
TC-380;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Rędzińska", ale kod pasuje do "wyspa Rędzińska";ul. Rędzińska;;Wrocław;50-000;Rędzińska;;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "wyspa" - może przypisać do wyspy i/lub złej delegatury;RYZYKO: Może przypisać do wyspa zamiast ul. i/lub złej delegatury jeśli kod pasuje do wyspy
TC-381;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Opatowicka", ale kod pasuje do "wyspa Opatowicka";ul. Opatowicka;;Wrocław;50-000;Opatowicka;;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "wyspa" - może przypisać do wyspy;RYZYKO: Może przypisać do wyspa zamiast ul. jeśli kod pasuje do wyspy
TC-382;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Korfantego", ale kod pasuje do "skwer Korfantego";ul. Korfantego;;Wrocław;50-000;Korfantego;Wojciecha;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "skwer" - może przypisać do skweru;RYZYKO: Może przypisać do skwer zamiast ul. jeśli kod pasuje do skweru
TC-383;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Bema", ale kod pasuje do "pl. Bema";ul. Bema;;Wrocław;50-000;Bema;gen. Józefa;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "pl." - może przypisać do placu;RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-384;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Mikołaja", ale kod pasuje do "pl. Mikołaja";ul. Mikołaja;;Wrocław;50-000;Mikołaja;św.;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "pl." - może przypisać do placu;RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-385;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Powstańców Śląskich", ale kod pasuje do "pl. Powstańców Śląskich";ul. Powstańców Śląskich;;Wrocław;50-000;Powstańców Śląskich;;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "pl." - może przypisać do placu;RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-386;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Schneidera", ale kod pasuje do "skwer Schneidera";ul. Schneidera;;Wrocław;50-000;Schneidera;ks. Jana;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "skwer" - może przypisać do skweru;RYZYKO: Może przypisać do skwer zamiast ul. jeśli kod pasuje do skweru
TC-387;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Kajdasza", ale kod pasuje do "skwer Kajdasza";ul. Kajdasza;;Wrocław;50-000;Kajdasza;Edmunda;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "skwer" - może przypisać do skweru;RYZYKO: Może przypisać do skwer zamiast ul. jeśli kod pasuje do skweru
TC-388;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Rysia", ale kod pasuje do "skwer Rysia";ul. Rysia;;Wrocław;50-000;Rysia;Zbigniewa;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "skwer" - może przypisać do skweru i/lub złej delegatury;RYZYKO: Może przypisać do skwer zamiast ul. i/lub złej delegatury jeśli kod pasuje do skweru
TC-389;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Matejki", ale kod pasuje do "park Matejki";ul. Matejki;;Łódź;90-000;Matejki;Jana;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "park" - może przypisać do parku;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-390;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Moniuszki", ale kod pasuje do "park Moniuszki";ul. Moniuszki;;Łódź;90-000;Moniuszki;Stanisława;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "park" - może przypisać do parku;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-391;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Sienkiewicza", ale kod pasuje do "park Sienkiewicza";ul. Sienkiewicza;;Łódź;90-000;Sienkiewicza;Henryka;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "park" - może przypisać do parku;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-392;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Nad Jasieniem", ale kod pasuje do "park Nad Jasieniem";ul. Nad Jasieniem;;Łódź;90-000;Nad Jasieniem;;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "park" - może przypisać do parku i/lub złej delegatury;RYZYKO: Może przypisać do park zamiast ul. i/lub złej delegatury jeśli kod pasuje do parku
TC-393;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Sowińskiego", ale kod pasuje do "park Sowińskiego";ul. Sowińskiego;;Zielona Góra;65-000;Sowińskiego;Generała Józefa;Zielona Góra;65-000;LUBUSKIE;Zielona Góra;Zielona Góra;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "park" - może przypisać do parku;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-394;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Stefana Batorego", ale kod pasuje do "rondo Stefana Batorego";ul. Stefana Batorego;;Zielona Góra;65-000;Stefana Batorego;;Zielona Góra;65-000;LUBUSKIE;Zielona Góra;Zielona Góra;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "rondo" - może przypisać do ronda;RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-395;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Sienkiewicza", ale kod pasuje do "park Sienkiewicza";ul. Sienkiewicza;;Włocławek;87-800;Sienkiewicza;Henryka;Włocławek;87-800;KUJAWSKO-POMORSKIE;Włocławek;Włocławek;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "park" - może przypisać do parku;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-396;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Jana Pawła II", ale kod pasuje do "rondo Jana Pawła II";ul. Jana Pawła II;;Nowy Targ;34-400;Jana Pawła II;;Nowy Targ;34-400;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "rondo" - może przypisać do ronda;RYZYKO: Może przypisać do rondo zamiast ul. jeśli kod pasuje do ronda
TC-397;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Krasińskiego", ale kod pasuje do "pl. Krasińskiego";ul. Krasińskiego;;Nowy Targ;34-400;Krasińskiego;Zygmunta;Nowy Targ;34-400;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "pl." - może przypisać do placu;RYZYKO: Może przypisać do pl. zamiast ul. jeśli kod pasuje do placu
TC-398;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Kościuszki", ale kod pasuje do "park Kościuszki";ul. Kościuszki;;Pruszków;05-800;Kościuszki;Tadeusza;Pruszków;05-800;MAZOWIECKIE;pruszkowski;Pruszków;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "park" - może przypisać do parku;RYZYKO: Może przypisać do park zamiast ul. jeśli kod pasuje do parku
TC-399;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Broniewskiego", ale kod pasuje do "os. Broniewskiego";ul. Broniewskiego;;Łowicz;99-400;Broniewskiego;Władysława;Łowicz;99-400;ŁÓDZKIE;łowicki;Łowicz;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "os." - może przypisać do osiedla;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla
TC-400;Błędna kombinacja - błędna cecha w nazwie;Highest;Wpisano "ul. Konopnickiej", ale kod pasuje do "os. Konopnickiej";ul. Konopnickiej;;Łowicz;99-400;Konopnickiej;Marii;Łowicz;99-400;ŁÓDZKIE;łowicki;Łowicz;<0.5;>0.9;<0.3;<0.5;;false;InVerification;Wpisano "ul." ale kod pasuje do "os." - może przypisać do osiedla;RYZYKO: Może przypisać do os. zamiast ul. jeśli kod pasuje do osiedla

