TC_ID;KATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;EXPECTED_postOfficeLocation;EXPECTED_isMultiFamily;EXPECTED_VerificationStatus;UWAGI;RYZYKO_BLEDU
TC-411;Błędna kombinacja - numer poza zakresem;Highest;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Piłsudskiego;500;Gorzów Wielkopolski;66-400;Piłsudskiego;500;Gorzów Wielkopolski;66-400;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.3;>0.95;>0.9;<0.4;;false;InVerification;Numer 500 poza zakresem dla ul. Piłsudskiego - może być dla rondo Piłsudskiego;RYZYKO: Może przypisać do rondo Piłsudskiego jeśli numer nie pasuje do ulicy
TC-412;Błędna kombinacja - numer poza zakresem;Highest;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Wyszyńskiego;400;Gorzów Wielkopolski;66-400;Wyszyńskiego;400;Gorzów Wielkopolski;66-400;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.3;>0.95;>0.9;<0.4;;false;InVerification;Numer 400 poza zakresem dla ul. Wyszyńskiego - może być dla rondo Wyszyńskiego;RYZYKO: Może przypisać do rondo Wyszyńskiego jeśli numer nie pasuje do ulicy
TC-413;Błędna kombinacja - numer poza zakresem;Highest;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Kościuszki;600;Wrocław;50-000;Kościuszki;600;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.3;>0.95;>0.9;<0.4;;false;InVerification;Numer 600 poza zakresem dla ul. Kościuszki - może być dla pl. Kościuszki;RYZYKO: Może przypisać do pl. Kościuszki jeśli numer nie pasuje do ulicy
TC-414;Błędna kombinacja - numer poza zakresem;Highest;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Piłsudskiego;700;Wrocław;50-000;Piłsudskiego;700;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.3;>0.95;>0.9;<0.4;;false;InVerification;Numer 700 poza zakresem dla ul. Piłsudskiego - może być dla pl. Piłsudskiego;RYZYKO: Może przypisać do pl. Piłsudskiego jeśli numer nie pasuje do ulicy
TC-415;Błędna kombinacja - numer poza zakresem;Highest;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Mickiewicza;800;Poznań;60-000;Mickiewicza;800;Poznań;60-000;WIELKOPOLSKIE;Poznań;Poznań;<0.3;>0.95;>0.9;<0.4;;false;InVerification;Numer 800 poza zakresem dla ul. Mickiewicza - może być dla pl. lub park Mickiewicza;RYZYKO: Może przypisać do pl. lub park Mickiewicza jeśli numer nie pasuje do ulicy
TC-416;Błędna kombinacja - numer poza zakresem;Highest;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Jana Pawła II;900;Łódź;90-000;Jana Pawła II;900;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.3;>0.95;>0.9;<0.4;;false;InVerification;Numer 900 poza zakresem dla al. Jana Pawła II - może być dla pl. Jana Pawła II;RYZYKO: Może przypisać do pl. Jana Pawła II jeśli numer nie pasuje do alei
TC-417;Błędna kombinacja - numer poza zakresem;Highest;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Broniewskiego;350;Łódź;90-000;Broniewskiego;350;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.3;>0.95;>0.9;<0.4;;false;InVerification;Numer 350 poza zakresem dla ul. Broniewskiego - może być dla rondo Broniewskiego;RYZYKO: Może przypisać do rondo Broniewskiego jeśli numer nie pasuje do ulicy
TC-418;Błędna kombinacja - numer poza zakresem;Highest;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Matejki;450;Łódź;90-000;Matejki;450;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.3;>0.95;>0.9;<0.4;;false;InVerification;Numer 450 poza zakresem dla ul. Matejki - może być dla park Matejki;RYZYKO: Może przypisać do park Matejki jeśli numer nie pasuje do ulicy
TC-419;Błędna kombinacja - numer poza zakresem;Highest;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Moniuszki;550;Łódź;90-000;Moniuszki;550;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.3;>0.95;>0.9;<0.4;;false;InVerification;Numer 550 poza zakresem dla ul. Moniuszki - może być dla park Moniuszki;RYZYKO: Może przypisać do park Moniuszki jeśli numer nie pasuje do ulicy
TC-420;Błędna kombinacja - numer poza zakresem;Highest;Poprawna ulica i kod, ale numer poza zakresem - może być dla innej cechy;Sienkiewicza;650;Łódź;90-000;Sienkiewicza;650;Łódź;90-000;ŁÓDZKIE;Łódź;Łódź;<0.3;>0.95;>0.9;<0.4;;false;InVerification;Numer 650 poza zakresem dla ul. Sienkiewicza - może być dla park Sienkiewicza;RYZYKO: Może przypisać do park Sienkiewicza jeśli numer nie pasuje do ulicy
TC-421;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Lipowa;20;Brodnica;59-700;Lipowa;20;Bolesławiec;59-700;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Lipowa, miasto Brodnica, kod 59-700 - kod pasuje do Bolesławca z ul. Lipową;RYZYKO: Może przypisać do Bolesławca zamiast Brodnicy jeśli kod pasuje do Bolesławca
TC-422;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Długa;30;Kraków;67-200;Długa;30;Głogów;67-200;DOLNOŚLĄSKIE;głogowski;Głogów;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Długa, miasto Kraków, kod 67-200 - kod pasuje do Głogowa z ul. Długą;RYZYKO: Może przypisać do Głogowa zamiast Krakowa jeśli kod pasuje do Głogowa
TC-423;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Polna;40;Warszawa;55-100;Polna;40;Trzebnica;55-100;DOLNOŚLĄSKIE;trzebnicki;Trzebnica;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Polna, miasto Warszawa, kod 55-100 - kod pasuje do Trzebnicy z ul. Polną;RYZYKO: Może przypisać do Trzebnicy zamiast Warszawy jeśli kod pasuje do Trzebnicy
TC-424;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Słoneczna;50;Brodnica;87-301;Słoneczna;50;Brodnica;87-301;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Słoneczna, miasto Brodnica, kod 87-301 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-425;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Krótka;60;Bolesławiec;59-701;Krótka;60;Bolesławiec;59-701;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Krótka, miasto Bolesławiec, kod 59-701 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-426;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Ogrodowa;70;Zakrzewo;87-701;Ogrodowa;70;Zakrzewo;87-701;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Ogrodowa, miasto Zakrzewo, kod 87-701 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-427;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Szkolna;80;Brodnica;87-302;Szkolna;80;Brodnica;87-302;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Szkolna, miasto Brodnica, kod 87-302 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-428;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Brzozowa;90;Bolesławiec;59-702;Brzozowa;90;Bolesławiec;59-702;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Brzozowa, miasto Bolesławiec, kod 59-702 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-429;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Sosnowa;100;Zakrzewo;87-702;Sosnowa;100;Zakrzewo;87-702;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Sosnowa, miasto Zakrzewo, kod 87-702 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-430;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Kwiatowa;110;Brodnica;87-303;Kwiatowa;110;Brodnica;87-303;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Kwiatowa, miasto Brodnica, kod 87-303 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-431;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Łąkowa;120;Bolesławiec;59-703;Łąkowa;120;Bolesławiec;59-703;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Łąkowa, miasto Bolesławiec, kod 59-703 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-432;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Akacjowa;130;Zakrzewo;87-703;Akacjowa;130;Zakrzewo;87-703;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Akacjowa, miasto Zakrzewo, kod 87-703 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-433;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Dąbowa;140;Brodnica;87-304;Dąbowa;140;Brodnica;87-304;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Dąbowa, miasto Brodnica, kod 87-304 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-434;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Spacerowa;150;Bolesławiec;59-704;Spacerowa;150;Bolesławiec;59-704;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Spacerowa, miasto Bolesławiec, kod 59-704 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-435;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Spokojna;160;Zakrzewo;87-704;Spokojna;160;Zakrzewo;87-704;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Spokojna, miasto Zakrzewo, kod 87-704 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-436;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Zielona;170;Brodnica;87-305;Zielona;170;Brodnica;87-305;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Zielona, miasto Brodnica, kod 87-305 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-437;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Cicha;180;Bolesławiec;59-705;Cicha;180;Bolesławiec;59-705;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Cicha, miasto Bolesławiec, kod 59-705 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-438;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Sportowa;190;Zakrzewo;87-705;Sportowa;190;Zakrzewo;87-705;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Sportowa, miasto Zakrzewo, kod 87-705 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-439;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Parkowa;200;Brodnica;87-306;Parkowa;200;Brodnica;87-306;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Parkowa, miasto Brodnica, kod 87-306 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-440;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Klonowa;210;Bolesławiec;59-706;Klonowa;210;Bolesławiec;59-706;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Klonowa, miasto Bolesławiec, kod 59-706 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-441;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Świerkowa;220;Zakrzewo;87-706;Świerkowa;220;Zakrzewo;87-706;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Świerkowa, miasto Zakrzewo, kod 87-706 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-442;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Kasztanowa;230;Brodnica;87-307;Kasztanowa;230;Brodnica;87-307;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Kasztanowa, miasto Brodnica, kod 87-307 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-443;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Wrzosowa;240;Bolesławiec;59-707;Wrzosowa;240;Bolesławiec;59-707;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Wrzosowa, miasto Bolesławiec, kod 59-707 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-444;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Pogodna;250;Zakrzewo;87-707;Pogodna;250;Zakrzewo;87-707;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Pogodna, miasto Zakrzewo, kod 87-707 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-445;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Różana;260;Brodnica;87-308;Różana;260;Brodnica;87-308;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Różana, miasto Brodnica, kod 87-308 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-446;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Piaskowa;270;Bolesławiec;59-708;Piaskowa;270;Bolesławiec;59-708;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Piaskowa, miasto Bolesławiec, kod 59-708 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-447;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Wspólna;280;Zakrzewo;87-708;Wspólna;280;Zakrzewo;87-708;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Wspólna, miasto Zakrzewo, kod 87-708 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-448;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Mickiewicza;290;Brodnica;87-309;Mickiewicza;290;Brodnica;87-309;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Mickiewicza, miasto Brodnica, kod 87-309 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-449;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Kościelna;300;Bolesławiec;59-709;Kościelna;300;Bolesławiec;59-709;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Kościelna, miasto Bolesławiec, kod 59-709 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy
TC-450;Błędna kombinacja - wszystkie parametry błędne;Highest;Wszystkie parametry błędne, ale pasują do innego miasta z tą samą ulicą;Kolejowa;310;Zakrzewo;87-709;Kolejowa;310;Zakrzewo;87-709;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;<0.3;<0.5;>0.9;<0.3;;false;InVerification;Ulica Kolejowa, miasto Zakrzewo, kod 87-709 - kod może być dla innej części miasta;RYZYKO: Może przypisać do innej części miasta jeśli kod pasuje do innej ulicy

