TC_ID;KATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;EXPECTED_postOfficeLocation;EXPECTED_isMultiFamily;EXPECTED_VerificationStatus;UWAGI;RYZYKO_BLEDU
TC-276;Wieloznaczność - inne miasta;High;Rzepin - Mickiewicza ul. vs rondo;Mickiewicza;;Rzepin;;Mickiewicza;Adama;Rzepin;;LUBUSKIE;słubicki;Rzepin;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Rzepin: ul. vs rondo Mickiewicza;RYZYKO: Może automatycznie wybrać złą cechę
TC-277;Wieloznaczność - inne miasta;High;Rzepin - Kilińskiego ul. vs rondo;Kilińskiego;;Rzepin;;Kilińskiego;Jana;Rzepin;;LUBUSKIE;słubicki;Rzepin;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Rzepin: ul. vs rondo Kilińskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-278;Wieloznaczność - inne miasta;High;Bochnia - Gazaris ul. vs pl.;Gazaris;;Bochnia;;Gazaris;;Bochnia;;MAŁOPOLSKIE;bocheński;Bochnia;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Bochnia: ul. vs pl. Gazaris;RYZYKO: Może automatycznie wybrać złą cechę
TC-279;Wieloznaczność - inne miasta;High;Brzesko - Świerkowa os. vs ul.;Świerkowa;;Brzesko;;Świerkowa;;Brzesko;;MAŁOPOLSKIE;brzeski;Brzesko;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Brzesko: os. vs ul. Świerkowa;RYZYKO: Może automatycznie wybrać złą cechę
TC-280;Wieloznaczność - inne miasta;High;Brzesko - Ogrodowa os. vs ul.;Ogrodowa;;Brzesko;;Ogrodowa;;Brzesko;;MAŁOPOLSKIE;brzeski;Brzesko;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Brzesko: os. vs ul. Ogrodowa;RYZYKO: Może automatycznie wybrać złą cechę
TC-281;Wieloznaczność - inne miasta;High;Strzelin - Jana ul. vs pl. z NAZWA_2;Jana;;Strzelin;;Jana;św.;Strzelin;;DOLNOŚLĄSKIE;strzeliński;Strzelin;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Strzelin: ul. vs pl. Jana św.;RYZYKO: Może automatycznie wybrać złą cechę
TC-282;Błędne dopasowanie - wieloznaczność miasta;Highest;Świdnica - Drzymały w 2 miejscowościach (DOLNOŚLĄSKIE i LUBUSKIE);Drzymały;;Świdnica;;Drzymały;Michała;Świdnica;;null;null;null;<0.5;<0.5;<0.5;<0.5;;false;InVerification;Dane z powtorzenia - Świdnica: pl. w DOLNOŚLĄSKIE vs ul. w LUBUSKIE;RYZYKO: Może przypisać do złego województwa (DOLNOŚLĄSKIE vs LUBUSKIE) i/lub wybrać złą cechę
TC-283;Wieloznaczność - inne miasta;High;Legionowo - Kościuszki pl. vs ul.;Kościuszki;;Legionowo;;Kościuszki;Tadeusza;Legionowo;;MAZOWIECKIE;legionowski;Legionowo;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Legionowo: pl. vs ul. Kościuszki;RYZYKO: Może automatycznie wybrać złą cechę
TC-284;Wieloznaczność - inne miasta;High;Serock - Mickiewicza ul. vs al. w różnych miejscowościach;Mickiewicza;;Serock;;Mickiewicza;Adama;Serock;;MAZOWIECKIE;legionowski;Serock;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Serock: ul. Adama vs al. (w innej miejscowości);RYZYKO: Może przypisać do innej miejscowości (Pruszcz) zamiast Serocka
TC-285;Wieloznaczność - inne miasta;High;Wólka Kozodawska - Herbacianej Róży ul. vs rondo;Herbacianej Róży;;Wólka Kozodawska;;Herbacianej Róży;im.;Wólka Kozodawska;;MAZOWIECKIE;piaseczyński;Piaseczno;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Wólka Kozodawska: ul. vs rondo im. Herbacianej Róży;RYZYKO: Może automatycznie wybrać złą cechę
TC-286;Wieloznaczność - inne miasta;High;Sulejówek - Wyszyńskiego rondo vs ul. z różnymi NAZWA_2;Wyszyńskiego;;Sulejówek;;Wyszyńskiego;Kardynała Stefana;Sulejówek;;MAZOWIECKIE;miński;Sulejówek;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Sulejówek: rondo Kardynała Stefana vs ul. Kardynała;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-287;Wieloznaczność - inne miasta;High;Mława - Maja ul. vs pl. z numerem;Maja;;Mława;;Maja;3;Mława;;MAZOWIECKIE;mławski;Mława;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Mława: ul. 3 vs pl. 3;RYZYKO: Może automatycznie wybrać złą cechę
TC-288;Wieloznaczność - inne miasta;High;Kłodawa - Maja w 3 wariantach (al. 1, ul. 3, ul. 3-go) w różnych miejscowościach;Maja;;Kłodawa;;Maja;3;Kłodawa;;WIELKOPOLSKIE;kolski;Kłodawa;<0.5;<0.7;<0.5;<0.5;;false;InVerification;Dane z powtorzenia - Kłodawa: al. 1, ul. 3, ul. 3-go (ostatnia w innej miejscowości);RYZYKO: Może przypisać do innej miejscowości (Trąbki Wielkie) zamiast Kłodawy
TC-289;Wieloznaczność - inne miasta;High;Wolbrom - Łukasińskiego os. vs ul.;Łukasińskiego;;Wolbrom;;Łukasińskiego;;Wolbrom;;MAŁOPOLSKIE;olkuski;Wolbrom;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Wolbrom: os. vs ul. Łukasińskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-290;Wieloznaczność - inne miasta;High;Wolbrom - Skalska os. vs ul.;Skalska;;Wolbrom;;Skalska;;Wolbrom;;MAŁOPOLSKIE;olkuski;Wolbrom;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Wolbrom: os. vs ul. Skalska;RYZYKO: Może automatycznie wybrać złą cechę
TC-291;Wieloznaczność - inne miasta;High;Santok - Promenada Jana Pawła II pl. vs ul.;Promenada Jana Pawła II;;Santok;;Promenada Jana Pawła II;;Santok;;LUBUSKIE;gorzowski;Santok;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Santok: pl. vs ul. Promenada Jana Pawła II;RYZYKO: Może automatycznie wybrać złą cechę
TC-292;Wieloznaczność - inne miasta;High;Chełmek - Paprotnik os. vs ul.;Paprotnik;;Chełmek;;Paprotnik;;Chełmek;;MAŁOPOLSKIE;oświęcimski;Chełmek;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Chełmek: os. vs ul. Paprotnik;RYZYKO: Może automatycznie wybrać złą cechę
TC-293;Wieloznaczność - inne miasta;High;Kęty - Kościuszki ul. vs os.;Kościuszki;;Kęty;;Kościuszki;Tadeusza;Kęty;;MAŁOPOLSKIE;oświęcimski;Kęty;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Kęty: ul. vs os. Kościuszki;RYZYKO: Może automatycznie wybrać złą cechę
TC-294;Wieloznaczność - inne miasta;High;Kęty - Królickiego os. vs ul. z NAZWA_2;Królickiego;;Kęty;;Królickiego;Pułkownika Stanisława;Kęty;;MAŁOPOLSKIE;oświęcimski;Kęty;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Kęty: os. vs ul. Królickiego Pułkownika Stanisława;RYZYKO: Może automatycznie wybrać złą cechę
TC-295;Wieloznaczność - inne miasta;High;Wadowice - Wadowity os. vs ul. z różnymi NAZWA_2;Wadowity;;Wadowice;;Wadowity;Marcina;Wadowice;;MAŁOPOLSKIE;wadowicki;Wadowice;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Wadowice: os. bez NAZWA_2 vs ul. Marcina;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-296;Wieloznaczność - inne miasta;High;Rzgów - Mickiewicza park vs ul. z różnymi NAZWA_2;Mickiewicza;;Rzgów;;Mickiewicza;im. Adama;Rzgów;;ŁÓDZKIE;łódzki wschodni;Rzgów;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Rzgów: park im. Adama vs ul. bez NAZWA_2;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-297;Wieloznaczność - inne miasta;High;Tuszyn - Maja ul. vs os. z numerem;Maja;;Tuszyn;;Maja;3;Tuszyn;;ŁÓDZKIE;łódzki wschodni;Tuszyn;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Tuszyn: ul. vs os. Maja 3;RYZYKO: Może automatycznie wybrać złą cechę
TC-298;Wieloznaczność - inne miasta;High;Opoczno - Jana Pawła II ul. vs os.;Jana Pawła II;;Opoczno;;Jana Pawła II;;Opoczno;;ŁÓDZKIE;opoczyński;Opoczno;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Opoczno: ul. vs os. Jana Pawła II;RYZYKO: Może automatycznie wybrać złą cechę
TC-299;Wieloznaczność - inne miasta;High;Pabianice - Piłsudskiego ul. vs skwer;Piłsudskiego;;Pabianice;;Piłsudskiego;marsz. Józefa;Pabianice;;ŁÓDZKIE;pabianicki;Pabianice;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Pabianice: ul. vs skwer Piłsudskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-300;Wieloznaczność - inne miasta;High;Bielany Wrocławskie - Chomicza rondo vs ul.;Chomicza;;Bielany Wrocławskie;;Chomicza;Ryszarda;Bielany Wrocławskie;;DOLNOŚLĄSKIE;wrocławski;Kobierzyce;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Bielany Wrocławskie: rondo vs ul. Chomicza;RYZYKO: Może automatycznie wybrać złą cechę

