TC_ID;KATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;EXPECTED_postOfficeLocation;EXPECTED_isMultiFamily;EXPECTED_VerificationStatus;UWAGI;RYZYKO_BLEDU
TC-122;Wieloznaczność - kombinacje cech;Highest;Łowicz - Lament skwer vs ul.;Lament;;Łowicz;;Lament;Błogosławionej Bolesławy;Łowicz;;ŁÓDZKIE;łowicki;Łowicz;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Łowicz: skwer vs ul. Lament;RYZYKO: Może automatycznie wybrać złą cechę
TC-123;Wieloznaczność - kombinacje cech;Highest;Koluszki - Czarneckiego os. vs ul.;Czarneckiego;;Koluszki;;Czarneckiego;;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Koluszki: os. vs ul. Czarneckiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-124;Wieloznaczność - kombinacje cech;Highest;Koluszki - Głowackiego os. vs ul.;Głowackiego;;Koluszki;;Głowackiego;;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Koluszki: os. vs ul. Głowackiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-125;Wieloznaczność - kombinacje cech;Highest;Koluszki - Listopada os. vs ul.;Listopada;;Koluszki;;Listopada;11;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Koluszki: os. vs ul. Listopada 11;RYZYKO: Może automatycznie wybrać złą cechę
TC-126;Wieloznaczność - kombinacje cech;Highest;Koluszki - Piłsudskiego ul. vs pl.;Piłsudskiego;;Koluszki;;Piłsudskiego;Marszałka Józefa;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Koluszki: ul. vs pl. Piłsudskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-127;Wieloznaczność - kombinacje cech;Highest;Kobylany - Kaczorowskiego ul. vs pl.;Kaczorowskiego;;Kobylany;;Kaczorowskiego;Ryszarda;Kobylany;;LUBELSKIE;bialski;Terespol;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Kobylany: ul. vs pl. Kaczorowskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-128;Wieloznaczność - kombinacje cech;Highest;Brzeziny - Jana Pawła II pl. vs ul.;Jana Pawła II;;Brzeziny;;Jana Pawła II;;Brzeziny;;null;null;null;<0.5;<0.5;<0.5;<0.5;;false;InVerification;Dane z powtorzenia - Brzeziny: pl. vs ul. Jana Pawła II (w 2 województwach);RYZYKO: Może przypisać do złego województwa i/lub wybrać złą cechę
TC-129;Wieloznaczność - kombinacje cech;Highest;Wieruszów - Warszawska os. vs ul.;Warszawska;;Wieruszów;;Warszawska;;Wieruszów;;ŁÓDZKIE;wieruszowski;Wieruszów;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Wieruszów: os. vs ul. Warszawska;RYZYKO: Może automatycznie wybrać złą cechę
TC-130;Wieloznaczność - kombinacje cech;Highest;Wieluń - Stodolniana os. vs ul.;Stodolniana;;Wieluń;;Stodolniana;;Wieluń;;ŁÓDZKIE;wieluński;Wieluń;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Wieluń: os. vs ul. Stodolniana;RYZYKO: Może automatycznie wybrać złą cechę
TC-131;Wieloznaczność - kombinacje cech;Highest;Chełmno - Nad Browiną os. vs ul.;Nad Browiną;;Chełmno;;Nad Browiną;;Chełmno;;KUJAWSKO-POMORSKIE;chełmiński;Chełmno;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Chełmno: os. vs ul. Nad Browiną;RYZYKO: Może automatycznie wybrać złą cechę
TC-132;Wieloznaczność - kombinacje cech;Highest;Inowrocław - Okrężek os. vs ul.;Okrężek;;Inowrocław;;Okrężek;;Inowrocław;;KUJAWSKO-POMORSKIE;inowrocławski;Inowrocław;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Inowrocław: os. vs ul. Okrężek;RYZYKO: Może automatycznie wybrać złą cechę
TC-133;Wieloznaczność - kombinacje cech;Highest;Krościenko nad Dunajcem - Grotowskiego ul. vs park;Grotowskiego;;Krościenko nad Dunajcem;;Grotowskiego;Władysława;Krościenko nad Dunajcem;;MAŁOPOLSKIE;nowotarski;Krościenko nad Dunajcem;<0.7;<0.7;<0.7;<0.7;;false;InVerification;Dane z powtorzenia - Krościenko: ul. vs park Grotowskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-134;Wieloznaczność - Józefów;Highest;Józefów - Piłsudskiego 3 warianty (ul., rynek, ul. z różnymi NAZWA_2);Piłsudskiego;;Józefów;;Piłsudskiego;Marszałka;Józefów;;null;null;null;<0.5;<0.5;<0.5;<0.5;;false;InVerification;Dane z powtorzenia - Józefów: 3 warianty Piłsudskiego (ul. Marszałka, rynek im. Józefa, ul. Józefa);RYZYKO: Może przypisać do złego Józefowa (MAZOWIECKIE vs LUBELSKIE) i/lub wybrać złą cechę
TC-135;Błędne dopasowanie - podobne miasta;Highest;Nowy Zbrachlin vs Nowy Targ vs Nowy Sącz (wszystkie zaczynają się na "Nowy");Leśna;;Nowy Zbrachlin;;Leśna;;Nowy Zbrachlin;;KUJAWSKO-POMORSKIE;aleksandrowski;Waganiec;>0.9;>0.85;>0.8;>0.85;;false;Verified;Podobne nazwy miast zaczynające się na "Nowy" - ryzyko przypisania do złego;RYZYKO: Może przypisać do Nowy Targ, Nowy Sącz lub innego miasta zaczynającego się na "Nowy"
TC-136;Błędne dopasowanie - podobne miasta;Highest;Raciążek vs Raciąż (podobne nazwy);Lipowa;;Raciążek;;Lipowa;;Raciążek;;KUJAWSKO-POMORSKIE;aleksandrowski;Raciążek;>0.9;>0.85;>0.8;>0.85;;false;Verified;Podobne nazwy Raciążek vs Raciąż - ryzyko przypisania do złego;RYZYKO: Może przypisać do Raciąż zamiast Raciążek lub odwrotnie
TC-137;Błędne dopasowanie - podobne miasta;High;Bądkowo vs Bądkowo Kościelne (podobne nazwy);Kujawska;;Bądkowo;;Kujawska;;Bądkowo;;KUJAWSKO-POMORSKIE;aleksandrowski;Bądkowo;>0.9;>0.85;>0.8;>0.85;;false;Verified;Podobne nazwy Bądkowo vs Bądkowo Kościelne - ryzyko przypisania do złego;RYZYKO: Może przypisać do Bądkowo Kościelne zamiast Bądkowo lub odwrotnie
TC-138;Błędne dopasowanie - popularna ulica;Highest;Mickiewicza - 1118 wystąpień w 1087 miejscowościach;Mickiewicza;;Brodnica;;Mickiewicza;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Mickiewicza występuje w 1087 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1086 innych miast z ul. Mickiewicza
TC-139;Błędne dopasowanie - popularna ulica;Highest;Kościelna - 1450 wystąpień w 1398 miejscowościach;Kościelna;;Brodnica;;Kościelna;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Kościelna występuje w 1398 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1397 innych miast z ul. Kościelną
TC-140;Błędne dopasowanie - popularna ulica;Highest;Kolejowa - 1258 wystąpień w 1243 miejscowościach;Kolejowa;;Brodnica;;Kolejowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Kolejowa występuje w 1243 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1242 innych miast z ul. Kolejową
TC-141;Błędne dopasowanie - popularna ulica;High;Szkolna - 2411 wystąpień w 2299 miejscowościach;Szkolna;;Brodnica;;Szkolna;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Szkolna występuje w 2299 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 2298 innych miast z ul. Szkolną
TC-142;Błędne dopasowanie - popularna ulica;High;Brzozowa - 2144 wystąpień w 2055 miejscowościach;Brzozowa;;Brodnica;;Brzozowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Brzozowa występuje w 2055 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 2054 innych miast z ul. Brzozową
TC-143;Błędne dopasowanie - popularna ulica;High;Sosnowa - 2048 wystąpień w 1951 miejscowościach;Sosnowa;;Brodnica;;Sosnowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Sosnowa występuje w 1951 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1950 innych miast z ul. Sosnową
TC-144;Błędne dopasowanie - popularna ulica;High;Kwiatowa - 1859 wystąpień w 1794 miejscowościach;Kwiatowa;;Brodnica;;Kwiatowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Kwiatowa występuje w 1794 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1793 innych miast z ul. Kwiatową
TC-145;Błędne dopasowanie - popularna ulica;High;Łąkowa - 1854 wystąpień w 1794 miejscowościach;Łąkowa;;Brodnica;;Łąkowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Łąkowa występuje w 1794 miejscowościach - bardzo wysokie ryzyko przypasania do złego miasta;RYZYKO: Może przypisać do jednego z 1793 innych miast z ul. Łąkową
TC-146;Błędne dopasowanie - popularna ulica;High;Akacjowa - 1732 wystąpień w 1651 miejscowościach;Akacjowa;;Brodnica;;Akacjowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Akacjowa występuje w 1651 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1650 innych miast z ul. Akacjową
TC-147;Błędne dopasowanie - popularna ulica;High;Dąbowa - 1700 wystąpień w 1654 miejscowościach;Dąbowa;;Brodnica;;Dąbowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Dąbowa występuje w 1654 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1653 innych miast z ul. Dąbową
TC-148;Błędne dopasowanie - popularna ulica;High;Spacerowa - 1666 wystąpień w 1602 miejscowościach;Spacerowa;;Brodnica;;Spacerowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Spacerowa występuje w 1602 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1601 innych miast z ul. Spacerową
TC-149;Błędne dopasowanie - popularna ulica;High;Spokojna - 1653 wystąpień w 1607 miejscowościach;Spokojna;;Brodnica;;Spokojna;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Spokojna występuje w 1607 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1606 innych miast z ul. Spokojną
TC-150;Błędne dopasowanie - popularna ulica;High;Zielona - 1530 wystąpień w 1492 miejscowościach;Zielona;;Brodnica;;Zielona;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Zielona występuje w 1492 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1491 innych miast z ul. Zieloną
TC-151;Błędne dopasowanie - popularna ulica;High;Cicha - 1472 wystąpień w 1434 miejscowościach;Cicha;;Brodnica;;Cicha;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Cicha występuje w 1434 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1433 innych miast z ul. Cichą
TC-152;Błędne dopasowanie - popularna ulica;High;Sportowa - 1458 wystąpień w 1411 miejscowościach;Sportowa;;Brodnica;;Sportowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Sportowa występuje w 1411 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1410 innych miast z ul. Sportową
TC-153;Błędne dopasowanie - popularna ulica;High;Parkowa - 1457 wystąpień w 1420 miejscowościach;Parkowa;;Brodnica;;Parkowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Parkowa występuje w 1420 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1419 innych miast z ul. Parkową
TC-154;Błędne dopasowanie - popularna ulica;High;Klonowa - 1445 wystąpień w 1398 miejscowościach;Klonowa;;Brodnica;;Klonowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Klonowa występuje w 1398 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1397 innych miast z ul. Klonową
TC-155;Błędne dopasowanie - popularna ulica;High;Świerkowa - 1411 wystąpień w 1373 miejscowościach;Świerkowa;;Brodnica;;Świerkowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Świerkowa występuje w 1373 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1372 innych miast z ul. Świerkową
TC-156;Błędne dopasowanie - popularna ulica;High;Kasztanowa - 1243 wystąpień w 1211 miejscowościach;Kasztanowa;;Brodnica;;Kasztanowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Kasztanowa występuje w 1211 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1210 innych miast z ul. Kasztanową
TC-157;Błędne dopasowanie - popularna ulica;High;Wrzosowa - 1192 wystąpień w 1157 miejscowościach;Wrzosowa;;Brodnica;;Wrzosowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Wrzosowa występuje w 1157 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1156 innych miast z ul. Wrzosową
TC-158;Błędne dopasowanie - popularna ulica;High;Pogodna - 1118 wystąpień w 1105 miejscowościach;Pogodna;;Brodnica;;Pogodna;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Pogodna występuje w 1105 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1104 innych miast z ul. Pogodną
TC-159;Błędne dopasowanie - popularna ulica;High;Różana - 1106 wystąpień w 1084 miejscowościach;Różana;;Brodnica;;Różana;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Różana występuje w 1084 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1083 innych miast z ul. Różaną
TC-160;Błędne dopasowanie - popularna ulica;High;Piaskowa - 1092 wystąpień w 1053 miejscowościach;Piaskowa;;Brodnica;;Piaskowa;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Piaskowa występuje w 1053 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1052 innych miast z ul. Piaskową
TC-161;Błędne dopasowanie - popularna ulica;High;Wspólna - 1089 wystąpień w 1063 miejscowościach;Wspólna;;Brodnica;;Wspólna;;Brodnica;;KUJAWSKO-POMORSKIE;brodnicki;Brodnica;>0.9;>0.9;>0.8;>0.9;;false;Verified;Ulica Wspólna występuje w 1063 miejscowościach - bardzo wysokie ryzyko przypisania do złego miasta;RYZYKO: Może przypisać do jednego z 1062 innych miast z ul. Wspólną
TC-162;Błędne dopasowanie - wieloznaczność miasta;Highest;Czernica - Jana Pawła II w 2 województwach (DOLNOŚLĄSKIE i POMORSKIE);Jana Pawła II;;Czernica;;Jana Pawła II;;Czernica;;null;null;null;<0.5;<0.5;<0.5;<0.5;;false;InVerification;Dane z powtorzenia - Czernica: pl. vs ul. Jana Pawła II w 2 województwach;RYZYKO: Może przypisać do złego województwa (DOLNOŚLĄSKIE vs POMORSKIE) i/lub wybrać złą cechę
